Timestamp,Email or phone number (for the $50 Amazon gift card giveaway),What year are you?,What's your major, How do you usually study for exams? (Select all that apply),What tools do you currently use for studying? (Select all that apply),"If you use AI for studying, what do you use it for? (Select all that apply)", What's your biggest frustration when studying? (optional)," If an AI tutor could do ONE thing perfectly for you, what would it be? (optional)",Would you use an AI tutor connected to your actual course materials and grades?
2/28/2026 0:23:55,1178zvrlo@vva.xintaitong.com,Freshman,"(CS, Engineering, Math, Science)",Practice problems & past exams,Anki,Summarizing readings & notes,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 0:23:55,7v6bdoc80@vva.xintaitong.com,Freshman,"(CS, Engineering, Math, Science)",Practice problems & past exams,Anki,Summarizing readings & notes,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 0:23:56,1pl1e5jbs@rrc.rehearsalk.com,Freshman,"(CS, Engineering, Math, Science)",Practice problems & past exams,Anki,Summarizing readings & notes,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 0:23:59,2sz6cclsa@vva.xintaitong.com,Freshman,"(CS, Engineering, Math, Science)",Practice problems & past exams,Anki,Summarizing readings & notes,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 0:35:06,hasnu4f0@ccv.xintaitong.com,Sophomore,Business & Econ,Flashcards (physical or digital),"Anki, Google Docs & Slides, Khan Academy","Explaining concepts I don't understand, Summarizing readings & notes","Academic difficulties with writing and tough courses.
",Organize my schedule and prioritize tasks efficiently.,Maybe — depends on how it works
2/28/2026 0:35:06,jaj2f1w9@ccv.xintaitong.com,Sophomore,Business & Econ,"Flashcards (physical or digital), Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Notion","Summarizing readings & notes, Generating practice questions","Neglecting health due to stress, affecting my physical and mental well-being.
","Keep me motivated and focused, avoiding procrastination.
",Maybe — depends on how it works
2/28/2026 0:35:07,d5a9dpw4@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams","ChatGPT & Claude & AI chatbots, Quizlet, Google Docs & Slides",Generating practice questions,"Career uncertainty and the pressure to plan for the future.
","Advise me on career paths based on my interests and goals.
","Yeah, that sounds super useful"
2/28/2026 0:35:06,mr4lybdk@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Flashcards (physical or digital)","ChatGPT & Claude & AI chatbots, Anki, Google Docs & Slides",Summarizing readings & notes,"Neglecting health due to stress, affecting my physical and mental well-being.
","Keep me motivated and focused, avoiding procrastination.
","Yeah, that sounds super useful"
2/28/2026 0:35:06,rc1akyjg@ccv.xintaitong.com,Sophomore,Humanities & Social Science,"Practice problems & past exams, Watch YouTube & video explanations","Notion, Khan Academy","Explaining concepts I don't understand, Generating practice questions","Struggling with self-management and procrastination.
","Create personalized study plans for exams.
","Yeah, that sounds super useful"
2/28/2026 0:35:07,wp42yefs@ccv.xintaitong.com,Sophomore,Arts & Design,Watch YouTube & video explanations,"Notion, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help","Financial strain due to high tuition and living costs, requiring part-time work.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 0:35:07,bj346ts7@bbi.youngestsd.com,Sophomore,Arts & Design,"Practice problems & past exams, Watch YouTube & video explanations","Google Docs & Slides, Khan Academy","Explaining concepts I don't understand, Generating practice questions","Social adjustment issues, including loneliness and anxiety.
","Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/28/2026 0:35:07,yiv86ozo@bbi.youngestsd.com,Sophomore,Business & Econ,"Re-read notes & textbook, Watch YouTube & video explanations","Quizlet, Anki, Notion, Khan Academy","Explaining concepts I don't understand, Checking my work & homework help","Academic difficulties with writing and tough courses.
","Guide me through assignments step by step.
",Maybe — depends on how it works
2/28/2026 0:35:07,tsaflz35@ccv.xintaitong.com,Sophomore,Health & Pre-med,Practice problems & past exams,"Anki, Notion","Summarizing readings & notes, Checking my work & homework help","Struggling with self-management and procrastination.
","Create personalized study plans for exams.
",Maybe — depends on how it works
2/28/2026 0:35:11,k7yancju@bbi.youngestsd.com,Sophomore,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations","Google Docs & Slides, Khan Academy","Generating practice questions, Checking my work & homework help","Social adjustment issues, including loneliness and anxiety.
","Guide me through assignments step by step.
","Yeah, that sounds super useful"
2/28/2026 0:35:11,g5usf06i@bbi.youngestsd.com,Sophomore,Humanities & Social Science,"Flashcards (physical or digital), Study groups","Anki, Google Docs & Slides","Summarizing readings & notes, Checking my work & homework help","Financial strain due to high tuition and living costs, requiring part-time work.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 0:35:35,m0hhy3k5@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Anki, Google Docs & Slides, Khan Academy","Explaining concepts I don't understand, Checking my work & homework help","Career uncertainty and the pressure to plan for the future.
","Advise me on career paths based on my interests and goals.
","Yeah, that sounds super useful"
2/28/2026 0:40:42,tla877ve@ccv.xintaitong.com,Sophomore,Health & Pre-med,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help, Writing assistance","Neglecting health due to stress, affecting my physical and mental well-being.
","Keep me motivated and focused, avoiding procrastination.
","Yeah, that sounds super useful"
2/28/2026 0:40:42,r8c1g0w5@ccv.xintaitong.com,Senior,Health & Pre-med,"Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help, Writing assistance","Social adjustment issues, including loneliness and anxiety.
","Create personalized study plans for exams.
","Yeah, that sounds super useful"
2/28/2026 0:40:42,nmzmlc0o@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help, Writing assistance","Financial strain due to high tuition and living costs, requiring part-time work.
","Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/28/2026 0:40:42,yortsvc0@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Writing assistance","Academic pressure from heavy workloads and exam stress.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 0:40:42,k7od2enk@bbi.youngestsd.com,Senior,Business & Econ,"Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help, Writing assistance","Struggling with self-management and procrastination.
","Guide me through assignments step by step.
",Maybe — depends on how it works
2/28/2026 0:40:42,umudjdcv@bbi.youngestsd.com,Sophomore,Health & Pre-med,"Re-read notes & textbook, Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Writing assistance",v,"Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/28/2026 0:40:43,ehux880c@bbi.youngestsd.com,Senior,Humanities & Social Science,"Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Writing assistance","Social adjustment issues, including loneliness and anxiety.
","Create personalized study plans for exams.
","Yeah, that sounds super useful"
2/28/2026 0:40:45,m46i4hbp@bbi.youngestsd.com,Senior,Arts & Design,"Re-read notes & textbook, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Generating practice questions, Checking my work & homework help, Writing assistance","Struggling with self-management and procrastination.

","Guide me through assignments step by step.
","Yeah, that sounds super useful"
2/28/2026 0:40:47,t20azhkd@bbi.youngestsd.com,Sophomore,Humanities & Social Science,"Re-read notes & textbook, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help, Writing assistance","Career uncertainty and the pressure to plan for the future.
","Advise me on career paths based on my interests and goals.
","Yeah, that sounds super useful"
2/28/2026 0:40:48,dsdjfkts@bbi.youngestsd.com,Sophomore,Humanities & Social Science,"Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help, Writing assistance","Academic difficulties with writing and tough courses.

","Keep me motivated and focused, avoiding procrastination.
","Yeah, that sounds super useful"
2/28/2026 0:40:52,u33yof4b@ccv.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help, Writing assistance","Academic pressure from heavy workloads and exam stress.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 0:44:26,lwm9gczx@bbi.youngestsd.com,Sophomore,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations, Study groups","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Khan Academy","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Studying but not remembering,Break it down to my current level,"Probably not / No, I prefer studying on my own"
2/28/2026 0:44:26,ikm8xepp@ccv.xintaitong.com,Sophomore,Health & Pre-med,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Distractions,Adjust in real time if I’m still confused,"Probably not / No, I prefer studying on my own"
2/28/2026 0:44:26,vxuylbnf@bbi.youngestsd.com,Senior,Humanities & Social Science,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Khan Academy","Summarizing readings & notes, Generating practice questions",Studying but not remembering,Break it down to my current level,Maybe — depends on how it works
2/28/2026 0:44:26,u3o7tfpb@bbi.youngestsd.com,Senior,Health & Pre-med,"Re-read notes & textbook, Watch YouTube & video explanations, Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Anki, Notion, Google Docs & Slides","Summarizing readings & notes, Writing assistance",Lack of motivation,Use an explanation style that matches how I think,"Probably not / No, I prefer studying on my own"
2/28/2026 0:44:26,x7bpejz8@ccv.xintaitong.com,Sophomore,Arts & Design,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Not knowing what to focus on,Detect the precise misconception,Maybe — depends on how it works
2/28/2026 0:44:26,vtjoelql@bbi.youngestsd.com,Senior,Business & Econ,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Anki, Notion, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Procrastination,Use an explanation style that matches how I think,"Probably not / No, I prefer studying on my own"
2/28/2026 0:44:26,unw3rw28@ccv.xintaitong.com,Sophomore,Business & Econ,"Re-read notes & textbook, Watch YouTube & video explanations, Study groups","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Google Docs & Slides","Summarizing readings & notes, Generating practice questions, Writing assistance",Distractions,Adjust in real time if I’m still confused,"Yeah, that sounds super useful"
2/28/2026 0:44:26,fdiyrj3h@bbi.youngestsd.com,Senior,Humanities & Social Science,"Flashcards (physical or digital), Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Studying but not remembering,Break it down to my current level,"Yeah, that sounds super useful"
2/28/2026 0:44:26,yvnlhq2q@ccv.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)","Flashcards (physical or digital), Watch YouTube & video explanations, Study groups","ChatGPT & Claude & AI chatbots, Anki, Notion, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions, Writing assistance",Not knowing what to focus on,Detect the precise misconception,"Yeah, that sounds super useful"
2/28/2026 0:44:26,x64lzjx8@bbi.youngestsd.com,Sophomore,Arts & Design,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Procrastination,Use an explanation style that matches how I think,"Probably not / No, I prefer studying on my own"
2/28/2026 0:44:26,j4v8mcri@bbi.youngestsd.com,Sophomore,Humanities & Social Science,"Re-read notes & textbook, Flashcards (physical or digital), Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides","Summarizing readings & notes, Checking my work & homework help",Not knowing what to focus on,Detect the precise misconception,"Yeah, that sounds super useful"
2/28/2026 0:44:26,ccmgo5yv@bbi.youngestsd.com,Senior,Humanities & Social Science,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Lack of motivation,Adjust in real time if I’m still confused,Maybe — depends on how it works
2/28/2026 0:50:17,ffpjvaao@ccv.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)","Flashcards (physical or digital), Study groups","ChatGPT & Claude & AI chatbots, Anki","Explaining concepts I don't understand, Generating practice questions","Academic difficulties with writing and tough courses.
","Keep me motivated and focused, avoiding procrastination.
",Maybe — depends on how it works
2/28/2026 0:50:18,azzt6955@ccv.xintaitong.com,Sophomore,Humanities & Social Science,Watch YouTube & video explanations,Notion,"Explaining concepts I don't understand, Checking my work & homework help","Social adjustment issues, including loneliness and anxiety.
","Create personalized study plans for exams.
",Maybe — depends on how it works
2/28/2026 0:50:18,hjbx9lej@ccv.xintaitong.com,Sophomore,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations",Notion,Explaining concepts I don't understand,"Neglecting health due to stress, affecting my physical and mental well-being.
","Advise me on career paths based on my interests and goals.
",Maybe — depends on how it works
2/28/2026 0:50:18,he57u3uk@bbi.youngestsd.com,Sophomore,Business & Econ,Flashcards (physical or digital),"Quizlet, Notion","Generating practice questions, Writing assistance","Financial strain due to high tuition and living costs, requiring part-time work.
","Guide me through assignments step by step.
","Yeah, that sounds super useful"
2/28/2026 0:50:18,rblc9yse@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Flashcards (physical or digital), Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Anki","Summarizing readings & notes, Generating practice questions","Social adjustment issues, including loneliness and anxiety.
","Create personalized study plans for exams.
","Yeah, that sounds super useful"
2/28/2026 0:50:18,f3mb1wd7@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Flashcards (physical or digital),Quizlet,"Summarizing readings & notes, Generating practice questions","Financial strain due to high tuition and living costs, requiring part-time work.
","Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/28/2026 0:50:18,t8sf9aia@bbi.youngestsd.com,Sophomore,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations",Notion,"Checking my work & homework help, Writing assistance","Academic difficulties with writing and tough courses.
","Keep me motivated and focused, avoiding procrastination.
",Maybe — depends on how it works
2/28/2026 0:50:28,kw77iktg@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Flashcards (physical or digital), Watch YouTube & video explanations",ChatGPT & Claude & AI chatbots,"Checking my work & homework help, Writing assistance","Academic pressure from heavy workloads and exam stress.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 0:50:30,drn7ygbf@bbi.youngestsd.com,Sophomore,Business & Econ,Watch YouTube & video explanations,"Quizlet, Anki","Generating practice questions, Checking my work & homework help","Struggling with self-management and procrastination.
","Guide me through assignments step by step.
","Yeah, that sounds super useful"
2/28/2026 0:50:35,wmpav53d@bbi.youngestsd.com,Sophomore,Business & Econ,"Flashcards (physical or digital), Watch YouTube & video explanations",Anki,"Summarizing readings & notes, Generating practice questions","Struggling with self-management and procrastination.
","Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/28/2026 0:50:36,vepqyr42@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Anki","Summarizing readings & notes, Checking my work & homework help","Neglecting health due to stress, affecting my physical and mental well-being.
","Advise me on career paths based on my interests and goals.
","Yeah, that sounds super useful"
2/28/2026 0:51:57,zd3qpn3y@bbi.youngestsd.com,Sophomore,Arts & Design,"Practice problems & past exams, Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Notion, Chegg & Course Hero","Explaining concepts I don't understand, Checking my work & homework help","Academic pressure from heavy workloads and exam stress.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 1:10:17,g5jsh9u8@bbi.youngestsd.com,Sophomore,Arts & Design,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions","Academic pressure from heavy workloads and exam stress.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 1:10:17,s1d382f8@bbi.youngestsd.com,Senior,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Google Docs & Slides, Khan Academy, Chegg & Course Hero",,"Struggling with self-management and procrastination.
","Guide me through assignments step by step.
","Yeah, that sounds super useful"
2/28/2026 1:10:17,ga4f5wma@ccv.xintaitong.com,Sophomore,Humanities & Social Science,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions","Academic pressure from heavy workloads and exam stress.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 1:10:17,fto4wjtu@ccv.xintaitong.com,Sophomore,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help","Financial strain due to high tuition and living costs, requiring part-time work.
","Organize my schedule and prioritize tasks efficiently.
",Maybe — depends on how it works
2/28/2026 1:10:17,sdbqfa1t@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Writing assistance","Academic difficulties with writing and tough courses.
","Create personalized study plans for exams.
",Maybe — depends on how it works
2/28/2026 1:10:17,bckyw17q@ccv.xintaitong.com,Senior,Business & Econ,"Re-read notes & textbook, Practice problems & past exams, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Google Docs & Slides","Summarizing readings & notes, Generating practice questions, Checking my work & homework help","Social adjustment issues, including loneliness and anxiety.
","Create personalized study plans for exams.
",Maybe — depends on how it works
2/28/2026 1:10:17,iebzu4ib@bbi.youngestsd.com,Sophomore,Humanities & Social Science,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help","Financial strain due to high tuition and living costs, requiring part-time work.
","Organize my schedule and prioritize tasks efficiently.
",Maybe — depends on how it works
2/28/2026 1:10:17,gymj1vis@bbi.youngestsd.com,Sophomore,Health & Pre-med,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Khan Academy, Chegg & Course Hero",,"Academic difficulties with writing and tough courses.
","Keep me motivated and focused, avoiding procrastination.
","Yeah, that sounds super useful"
2/28/2026 1:10:17,h07pj74l@bbi.youngestsd.com,Senior,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Checking my work & homework help, Writing assistance, I don't use AI for studying","Struggling with self-management and procrastination.
","Guide me through assignments step by step.
","Yeah, that sounds super useful"
2/28/2026 1:10:17,smqyqvmq@bbi.youngestsd.com,Senior,Health & Pre-med,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Khan Academy","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help","Neglecting health due to stress, affecting my physical and mental well-being.
","Advise me on career paths based on my interests and goals.
","Yeah, that sounds super useful"
2/28/2026 1:10:18,wdg6dq61@bbi.youngestsd.com,Sophomore,Business & Econ,"Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Khan Academy","Generating practice questions, Checking my work & homework help, Writing assistance","Career uncertainty and the pressure to plan for the future.
","Advise me on career paths based on my interests and goals.
","Yeah, that sounds super useful"
2/28/2026 1:12:30,wy7vg6x8@ccv.xintaitong.com,Senior,Humanities & Social Science,"Re-read notes & textbook, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Notion","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Lack of motivation,Adjust in real time if I’m still confused,"Yeah, that sounds super useful"
2/28/2026 1:12:30,gtr7bcnp@bbi.youngestsd.com,Sophomore,Arts & Design,"Re-read notes & textbook, Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Anki, Notion, Google Docs & Slides","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Studying but not remembering,Break it down to my current level,Maybe — depends on how it works
2/28/2026 1:12:30,i39vtdv8@bbi.youngestsd.com,Sophomore,Humanities & Social Science,"Re-read notes & textbook, Flashcards (physical or digital), Study groups","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Khan Academy","Explaining concepts I don't understand, Generating practice questions, Writing assistance",Not knowing what to focus on,Detect the precise misconception,"Yeah, that sounds super useful"
2/28/2026 1:12:30,s7do4tmw@ccv.xintaitong.com,Senior,Humanities & Social Science,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Anki, Notion, Khan Academy","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Not knowing what to focus on,Detect the precise misconception,Maybe — depends on how it works
2/28/2026 1:12:30,whjt2i5i@ccv.xintaitong.com,Senior,Arts & Design,"Re-read notes & textbook, Flashcards (physical or digital), Study groups","ChatGPT & Claude & AI chatbots, Anki, Khan Academy","Explaining concepts I don't understand, Generating practice questions, Writing assistance",Procrastination,Use an explanation style that matches how I think,"Probably not / No, I prefer studying on my own"
2/28/2026 1:12:30,ppgdb8h4@ccv.xintaitong.com,Senior,Health & Pre-med,"Re-read notes & textbook, Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Anki, Notion, Google Docs & Slides","Summarizing readings & notes, Checking my work & homework help, Writing assistance",Procrastination,Break it down to my current level,"Probably not / No, I prefer studying on my own"
2/28/2026 1:12:30,ok479izr@ccv.xintaitong.com,Senior,Health & Pre-med,"Re-read notes & textbook, Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Khan Academy","Summarizing readings & notes, Checking my work & homework help, Writing assistance",Lack of motivation,Use an explanation style that matches how I think,"Probably not / No, I prefer studying on my own"
2/28/2026 1:12:30,p4vufj8y@ccv.xintaitong.com,Senior,Arts & Design,"Re-read notes & textbook, Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Anki, Notion, Google Docs & Slides","Summarizing readings & notes, Generating practice questions",Studying but not remembering,Break it down to my current level,"Yeah, that sounds super useful"
2/28/2026 1:12:30,qo1mr7cj@ccv.xintaitong.com,Sophomore,Business & Econ,"Re-read notes & textbook, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups","ChatGPT & Claude & AI chatbots, Anki, Notion","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Distractions,Adjust in real time if I’m still confused,"Yeah, that sounds super useful"
